-2.837295131996597775e-05 9.866861059152130110e+03 8.628736497619209356e-01 -1.078658266504415764e+00 1.543183733253226364e+03
0.000000000000000000e+00 5.027780727961686353e+03 8.385263177877843033e-01 2.426711447660703680e+00 7.814974209502182703e+02
0.000000000000000000e+00 3.400463972571948034e+03 8.948468861356156934e-01 6.975998525939799411e-01 5.349285543507185139e+02
0.000000000000000000e+00 1.753231056123629287e+03 8.143116904876107620e-01 -2.681712911052564152e+00 2.716949624586254117e+02
0.000000000000000000e+00 1.385250047761605629e+03 9.921868485356242218e-01 7.616410372252213623e-02 2.226019527566493821e+02
0.000000000000000000e+00 9.232104749040383922e+02 9.133969643362377377e-01 2.732393422440714259e-01 1.460059334009309566e+02
0.000000000000000000e+00 4.644707613435660960e+02 1.808314149795026138e+00 3.037257153130533904e+00 1.121023433780780039e+02
0.000000000000000000e+00 6.198842613874223844e+02 9.318171428736979900e-01 -2.246461330384524224e+00 9.854590346002993329e+01
0.000000000000000000e+00 5.274871433571178159e+02 9.678459892809239129e-01 -2.908430763148851739e+00 8.447466597813941291e+01
0.000000000000000000e+00 2.436750251229234436e+02 1.725744070773693517e+00 3.065512912851902527e+00 6.558314016747750941e+01
0.000000000000000000e+00 4.647704336015791569e+02 7.942645993624534162e-01 -1.014160104266525808e+00 7.170514969757229551e+01
0.000000000000000000e+00 4.266847097317618136e+02 8.622427585916591086e-01 5.317856023293832113e-01 6.670842482452411559e+01
0.000000000000000000e+00 3.621249902630259498e+02 7.457327331857160901e-01 4.995725371699149542e-01 5.517452982573099973e+01
0.000000000000000000e+00 3.325146401558282037e+02 8.380451699013575784e-01 -2.319757999011118343e+00 5.168188749713009145e+01
0.000000000000000000e+00 3.075152037918134056e+02 8.635274031571946729e-01 3.634283476016743064e-01 4.810295153141948532e+01
0.000000000000000000e+00 2.491508757363669986e+02 8.506069707850069106e-01 -2.964932632397996315e+00 3.884861480863082051e+01
0.000000000000000000e+00 2.004100207264552296e+02 2.443398506956833208e-02 1.290612434362768957e+00 3.111072336095132584e+01
